US_Chart - Current Rock Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
12,I Inside The Old Year Dying,PJ Harvey,PTKF,PTKF,2,2,,2,1786,-69.3,5817,7649,2023.07.20
13,I Care So Much That I Dont Care At All,glaive,INTERSCOPE/GEFFEN/A&M,INT ,13,,,1,1634,,0,1634,2023.07.20
14,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,14,24,36,1626,-14.6,1905,116840,2023.07.20
15,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,15,,,1,1559,,0,1559,2023.07.20
16,In Times New Roman...,Queens Of The Stone Age,MATADOR,MAOR,1,13,12,5,1539,-20.1,1926,46903,2023.07.20
17,Weathervanes,Jason Isbell And The 400 Unit,SOUTHEASTERN RECORDS,SOUE,1,12,8,6,1517,-22.3,1953,44307,2023.07.20
18,This Is Why,Paramore,ATLANTIC GROUP,ATLG,1,22,28,23,1305,1.2,1290,108762,2023.07.20
19,Phantomime,Ghost,LOMA VISTA,LVR,2,20,23,9,1252,-10.8,1403,52517,2023.07.20
20,Stories From A Rock N Roll Heart,Lucinda Williams,HIGHWAY 20 RECORDS,HW20,1,9,1,3,1185,-51.0,2418,12050,2023.07.20
21,Diamonds,Elton John,ISLAND,ISL,2,24,29,294,1100,-9.4,1214,782204,2023.07.20
21,"PetroDragonic Apocalypse; or, Dawn of Eternal Night: An Annihilation of Planet Earth and the Beginning of Merciless Damnation",King Gizzard & The Lizard Wizard,KGLW (KING GIZZARD &THE LIZARD WIZARD),KGD,1,1,,3,1100,-90.0,10980,13885,2023.07.20
23,Wild & Precious Life,Duane Betts,MEGAFORCE,MEGF,23,,,1,1055,,0,1055,2023.07.20
24,Super Snooper,Snooper,THE ORCHARD,ORCH,24,,,1,1038,,0,1038,2023.07.20
25,The Call Of The Void,Nita Strauss,"SUMERIAN RECORDS, LLC",SMRN,5,5,,2,1006,-75.7,4136,5142,2023.07.20
26,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,35,31,25,998,25.7,794,57485,2023.07.20
27,Walk Around The Moon,Dave Matthews Band, RCA,RCA ,1,28,26,9,991,-3.6,1028,55693,2023.07.20
28,So Much (For) Stardust,Fall Out Boy,ELEKTRA ENTERTA,EEG ,1,27,22,17,983,-12.2,1119,80524,2023.07.20
29,Midnight Control,Dirty Heads,Better Noise Records,NOIZ,10,,,2,972,374.1,205,9805,2023.07.20
30,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,37,27,9,896,24.6,719,30486,2023.07.20
31,Cracker Island,Gorillaz,WARNER RECORDS,WAR ,1,42,32,21,868,30.3,666,102043,2023.07.20
32,Life Is But A Dream…,Avenged Sevenfold, WARNER Records,WAR,3,29,25,7,862,-15.7,1022,40206,2023.07.20
33,Catharsis,Covet, TOPIC RECORDS,TPRC,33,,,1,855,999.0,25,2077,2023.07.20
33,Gemini Rights,Steve Lacy, RCA,RCA ,2,32,39,35,855,-2.8,880,82339,2023.07.20
35,"The Dark Side Of The Moon - Live At Wembley Empire Pool, London, 1974",Pink Floyd,PKFL,PKFL,3,40,41,17,770,11.6,690,42460,2023.07.20
36,Aurora,Daisy Jones & The Six,ATLANTIC GROUP,ATLG,2,34,38,19,769,-6.6,823,51956,2023.07.20
37,The Essential Foo Fighters,Foo Fighters, RCA,RCA ,3,,,1,706,53.5,460,55581,2023.07.20
38,Rich White Honky Blues,Hank Williams Jr.,CONCORD EASY EYE SOUND,CNCO,2,16,,6,697,-59.1,1706,25162,2023.07.20
38,Sunburn,Dominic Fike,Columbia Records,COL ,10,10,,2,697,-70.1,2330,3028,2023.07.20
40,Rajan,Night Beats,Suicide Squeeze Records,SSQ,40,,,1,692,999.0,14,706,2023.07.20
41,Seven Psalms,Paul Simon,SBME,SBME,6,41,21,9,671,-1.2,679,23075,2023.07.20
42,Joy'All,Jenny Lewis,BLUE NOTE,BNTE,5,36,43,6,658,-11.6,744,12896,2023.07.20
43,Six,Extreme,EAR MUSIC,EAR,4,43,30,6,640,-1.5,650,18539,2023.07.20
44,First Two Pages Of Frankenstein,National,4AD,4AD,1,,42,11,627,9.8,571,41372,2023.07.20
45,Get Your Back Into It,Nick Moss Band& Dennis Gruenling,ALARMOURRECORDS,ALDS,45,,,1,621,,0,622,2023.07.20
46,Transit Damage,Shinyribs,THE ORCHARD,ORCH,46,,,1,617,131.1,267,884,2023.07.20
47,Supermodels,Claud,Saddest Factory Records,SAD,47,,,1,598,,0,598,2023.07.20
48,Living Proof,Drain,Epitaph,EPI,9,,,1,577,117.7,265,6978,2023.07.20
49,Eye On The Bat,Palehound, INDEPENDENT LABEL SUBMISSION,INDI,49,,,1,563,999.0,16,579,2023.07.20
49,Time Will Wait For No One,Local Natives,LOMA VISTA,LVR ,26,26,,2,563,-50.1,1128,1735,2023.07.20
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.07.20
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.07.27
1,Starcatcher,Greta Van Fleet,LAVA / REPUBLIC RECORDS,R-RR,1,,,1,40913,,0,40908,2023.07.27
2,The Ballad Of Darren,Blur,Warner Records,WAR,2,,,1,9528,999.0,4,9532,2023.07.27
3,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,5,6,8,3831,14.8,3336,95424,2023.07.27
4,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,3,7,17,3715,0.6,3693,133726,2023.07.27
5,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,1,3,13,3640,-13.4,4204,113313,2023.07.27
6,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,2,7,15,8,3033,1.0,3002,49788,2023.07.27
7,"PetroDragonic Apocalypse; or, Dawn of Eternal Night: An Annihilation of Planet Earth and the Beginning of Merciless Damnation",King Gizzard & The Lizard Wizard,KGLW (KING GIZZARD &THE LIZARD WIZARD),KGD,1,21,1,4,2943,167.5,1100,16828,2023.07.27
8,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,14,14,37,2267,39.4,1626,119107,2023.07.27
9,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,11,11,15,2020,1.1,1998,223200,2023.07.27
10,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,10,15,,2,2007,28.7,1559,3566,2023.07.27
11,But Here We Are,Foo Fighters, RCA,RCA ,2,9,8,8,1681,-24.5,2227,88478,2023.07.27
12,Infinite Psychic Depths,Outer Heaven,RELAPSE RECORDS,RLS ,12,,,1,1532,,0,1532,2023.07.27
13,Weathervanes,Jason Isbell And The 400 Unit,SOUTHEASTERN RECORDS,SOUE,1,17,12,7,1417,-6.6,1517,45724,2023.07.27
14,Datalysium,Zenith Passage, METALBLADE,MBL ,14,,,1,1322,,0,1450,2023.07.27
15,Stories From A Rock N Roll Heart,Lucinda Williams,HIGHWAY 20 RECORDS,HW20,1,20,9,4,1309,10.5,1185,13359,2023.07.27
16,In Times New Roman...,Queens Of The Stone Age,MATADOR,MAOR,1,16,13,6,1290,-16.2,1539,48193,2023.07.27
17,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,4,4,,2,1209,-67.2,3688,4898,2023.07.27
18,I Inside The Old Year Dying,PJ Harvey,PTKF,PTKF,2,12,2,3,1186,-33.6,1786,8835,2023.07.27
19,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,26,35,26,1179,18.1,998,58664,2023.07.27
20,So Much (For) Stardust,Fall Out Boy,ELEKTRA ENTERTA,EEG ,1,28,27,18,1151,17.1,983,81675,2023.07.27
21,Rich White Honky Blues,Hank Williams Jr.,CONCORD EASY EYE SOUND,CNCO,2,38,16,7,1075,54.2,697,26237,2023.07.27
21,Morbid Visions,Cavalera, INDEPENDENT LABEL SUBMISSION,INDI,8,8,,2,1075,-56.7,2483,3558,2023.07.27
23,Diamonds,Elton John,ISLAND,ISL,2,21,24,295,1051,-4.5,1100,783255,2023.07.27
24,Cut Worms,Cut Worms,Jagjaguwar,JAG,24,,,1,1022,999.0,3,1025,2023.07.27
25,Where The Light Goes,Matchbox Twenty,ATLANTIC GROUP,ATLG,1,6,23,9,1003,-67.0,3044,32624,2023.07.27
26,Bestial Devastation,Cavalera, INDEPENDENT LABEL SUBMISSION,INDI,10,10,,2,982,-55.6,2212,3194,2023.07.27
27,After The Magic,Parannoul,TOMKOTTERRECORDS,TODS,27,,,1,941,999.0,8,1400,2023.07.27
28,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,30,37,10,919,2.6,896,31405,2023.07.27
29,Walk Around The Moon,Dave Matthews Band, RCA,RCA ,1,27,28,10,913,-7.9,991,56606,2023.07.27
30,Phantomime,Ghost,LOMA VISTA,LVR,2,19,20,10,911,-27.2,1252,53428,2023.07.27
31,Agriculture,Agriculture, INDEPENDENT LABEL SUBMISSION,INDI,31,,,1,892,,0,892,2023.07.27
32,This Is Why,Paramore,ATLANTIC GROUP,ATLG,1,18,22,24,890,-31.8,1305,109652,2023.07.27
33,Life Is But A Dream…,Avenged Sevenfold, WARNER Records,WAR,3,32,29,8,868,0.7,862,41074,2023.07.27
34,Childhood Eyes,Yellowcard, EQUAL VISION RECORDS,EVR ,34,,,1,845,999.0,24,869,2023.07.27
35,"The Dark Side Of The Moon - Live At Wembley Empire Pool, London, 1974",Pink Floyd,PKFL,PKFL,3,35,40,18,835,8.4,770,43295,2023.07.27
36,Gemini Rights,Steve Lacy, RCA,RCA ,2,33,32,36,820,-4.1,855,83159,2023.07.27
36,Aurora,Daisy Jones & The Six,ATLANTIC GROUP,ATLG,2,36,34,20,820,6.6,769,52776,2023.07.27
38,Mountains,Nils Lofgren, INDEPENDENT LABEL SUBMISSION,INDI,38,,,1,812,999.0,14,826,2023.07.27
39,Cracker Island,Gorillaz,WARNER RECORDS,WAR ,1,31,42,22,799,-7.9,868,102842,2023.07.27
40,Welshpool Frillies,Guided By Voices, INDEPENDENT LABEL SUBMISSION,INDI,40,,,1,652,999.0,27,679,2023.07.27
41,Nosebleeds,MisterWives,PHOTO FINISH RECORDS LLC,PHFI,41,,,1,647,18.5,546,1193,2023.07.27
42,Morgoth Tales,Voivod,CEME,CEME,42,,,1,628,,0,628,2023.07.27
43,Prosaic,Mizmor,Profound Lore,PRFR,43,,,1,624,,0,624,2023.07.27
44,The Call Of The Void,Nita Strauss,"SUMERIAN RECORDS, LLC",SMRN,5,25,5,3,605,-39.9,1006,5747,2023.07.27
45,Seven Psalms,Paul Simon,SBME,SBME,6,41,41,10,586,-12.7,671,23661,2023.07.27
46,Joy'All,Jenny Lewis,BLUE NOTE,BNTE,5,42,36,7,584,-11.2,658,13480,2023.07.27
47,Complete Studio Albums 1990-2000,Pantera,ELEKTRA,EEG ,47,,,1,580,,0,580,2023.07.27
48,Impera,Ghost,LOMA VISTA,LVR ,1,,47,2,562,9.8,512,181272,2023.07.27
49,Evergreen,PVRIS,HOPELESS RECORDS,HPL,2,2,,2,554,-86.3,4041,4597,2023.07.27
50,'Live + Unplugged' Vinyl (Trans Purple + Clear Cloudy),Bad Omens, SUMERIAN RECORDS,SUME,50,,,1,538,,0,538,2023.07.27
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.07.27
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.08.03
1,Dave’s Picks Vol. 47,Grateful Dead,Grateful Dead,RHI ,1,,,1,21191,,0,21191,2023.08.03
2,Truth Killer,Sevendust,THE ORCHARD,ORCH,2,,,1,10475,999.0,5,10480,2023.08.03
3,Joni Mitchell At Newport,Joni Mitchell, RHINO,RHI,3,,,1,7910,999.0,17,7927,2023.08.03
4,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,5,1,14,6307,73.3,3640,119626,2023.08.03
5,Starcatcher,Greta Van Fleet,LAVA / REPUBLIC RECORDS,R-RR,1,1,,2,6236,-84.8,40913,47144,2023.08.03
6,Complete Studio Albums & Rarities,Stevie Nicks,ATLANTIC GROUP,ATLG,6,,,1,4030,999.0,18,4049,2023.08.03
7,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,3,5,9,3593,-6.2,3831,99017,2023.08.03
8,"RFK Stadium, Washington, DC 6/10/73",Grateful Dead,Grateful Dead,RHI ,8,,,1,3282,999.0,287,7694,2023.08.03
9,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,4,3,18,3046,-18.0,3715,136772,2023.08.03
10,Extended Impera,Ghost,LOMA VISTA,LVR ,10,,,1,2720,999.0,1,2721,2023.08.03
11,The Ballad Of Darren,Blur,Warner Records,WAR,2,2,,2,2658,-72.1,9528,12190,2023.08.03
12,Blackout,From Ashes To New,Better Noise Records,NOIZ,12,,,1,2627,,0,2627,2023.08.03
13,Mutants,Mutoid Man,SARGENT HOUSE,SGHS,13,,,1,2268,,0,2268,2023.08.03
14,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,2,6,7,9,2188,-27.9,3033,51976,2023.08.03
15,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,8,14,38,2013,-11.2,2267,121120,2023.08.03
16,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,9,11,16,1926,-4.7,2020,225126,2023.08.03
17,Weathervanes,Jason Isbell And The 400 Unit,SOUTHEASTERN RECORDS,SOUE,1,13,17,8,1816,28.2,1417,47540,2023.08.03
18,But Here We Are,Foo Fighters, RCA,RCA ,2,11,9,9,1559,-7.3,1681,90037,2023.08.03
19,"Official Release Series Discs 22, 23+,",Neil Young, WARNER Records,WAR ,19,,,1,1540,999.0,49,1606,2023.08.03
20,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,10,10,15,3,1493,-25.6,2007,5059,2023.08.03
21,Deep & The Dirty,Eric Johanson,RUF,RUF ,21,,,1,1490,,0,1490,2023.08.03
22,I Am Not There Anymore,Clientele,MERGE RECORDS,MERG,22,,,1,1298,999.0,16,1314,2023.08.03
23,Natural Disaster,Bethany Cosentino,CONCORD MUSIC GROUP,CNCO,23,,,1,1295,,0,1295,2023.08.03
24,This Is Why,Paramore,ATLANTIC GROUP,ATLG,1,32,18,25,1271,42.8,890,110923,2023.08.03
25,Stories From A Rock N Roll Heart,Lucinda Williams,HIGHWAY 20 RECORDS,HW20,1,15,20,5,1136,-13.2,1309,14495,2023.08.03
26,In Times New Roman...,Queens Of The Stone Age,MATADOR,MAOR,1,16,16,7,1085,-15.9,1290,49278,2023.08.03
27,At Royal Albert Hall (Cd Pre-Order),Gordon Lightfoot,LINUS ENTERTAIN,LIN,27,,,1,1047,999.0,33,1142,2023.08.03
28,Diamonds,Elton John,ISLAND,ISL,2,23,21,296,1009,-4.0,1051,784264,2023.08.03
29,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,19,26,27,996,-15.5,1179,59660,2023.08.03
30,Amongst The Low & Empty,Signs Of The Swarm,CEME,CEME,30,,,1,986,,0,986,2023.08.03
31,So Much (For) Stardust,Fall Out Boy,ELEKTRA ENTERTA,EEG ,1,20,28,19,916,-20.4,1151,82591,2023.08.03
32,In The Moment That You'Re,Brad,THE ORCHARD,ORCH,32,,,1,899,,0,899,2023.08.03
33,Life Is But A Dream…,Avenged Sevenfold, WARNER Records,WAR,3,33,32,9,885,2.0,868,41959,2023.08.03
34,Calico,Ryan Beatty,ATLANTIC GROUP,ATLG,34,,,1,884,999.0,74,1105,2023.08.03
35,Phantomime,Ghost,LOMA VISTA,LVR,2,30,19,11,861,-5.5,911,54289,2023.08.03
36,Gemini Rights,Steve Lacy, RCA,RCA ,2,36,33,37,858,4.6,820,84017,2023.08.03
37,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,4,17,4,3,854,-29.4,1209,5752,2023.08.03
38,Walk Around The Moon,Dave Matthews Band, RCA,RCA ,1,29,27,11,835,-8.5,913,57441,2023.08.03
39,Purge,Godflesh,THE ORCHARD,ORCH,39,,,1,823,999.0,7,1064,2023.08.03
40,I Inside The Old Year Dying,PJ Harvey,PTKF,PTKF,2,18,12,4,741,-37.5,1186,9576,2023.08.03
41,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,28,30,11,729,-20.7,919,32134,2023.08.03
42,My Entire Life,SUSTO,NEW WEST RECORD,NWSW,42,,,1,721,,0,721,2023.08.03
43,Where The Light Goes,Matchbox Twenty,ATLANTIC GROUP,ATLG,1,25,6,10,709,-29.3,1003,33333,2023.08.03
44,"The Dark Side Of The Moon - Live At Wembley Empire Pool, London, 1974",Pink Floyd,PKFL,PKFL,3,35,35,19,693,-17.0,835,43988,2023.08.03
45,Aurora,Daisy Jones & The Six,ATLANTIC GROUP,ATLG,2,36,36,21,674,-17.8,820,53450,2023.08.03
46,"PetroDragonic Apocalypse; or, Dawn of Eternal Night: An Annihilation of Planet Earth and the Beginning of Merciless Damnation",King Gizzard & The Lizard Wizard,KGLW (KING GIZZARD &THE LIZARD WIZARD),KGD,1,7,21,5,668,-77.3,2943,17496,2023.08.03
47,Cracker Island,Gorillaz,WARNER RECORDS,WAR ,1,39,31,23,657,-17.8,799,103499,2023.08.03
48,Frontier's Edge,Budos Band,Diamond West Records,DWR,48,,,1,622,,0,622,2023.08.03
49,First Last Time,Ghost Hounds, INDEPENDENT LABEL SUBMISSION,INDI,49,,,1,616,,0,616,2023.08.03
50,The Brightest Days,Origami Angel,THE ORCHARD,ORCH,50,,,1,591,999.0,3,645,2023.08.03
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.08.03
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.08.10
1,Mammoth Ii,Mammoth WVH, BMG DISTRIBUTION,BMG ,1,,,1,20379,,0,20380,2023.08.10
2,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,4,5,15,6539,3.3,6332,126190,2023.08.10
3,Automatic,Rick Springfield, INDEPENDENT LABEL SUBMISSION,INDI,3,,,1,4164,999.0,1,4164,2023.08.10
4,Starcatcher,Greta Van Fleet,LAVA / REPUBLIC RECORDS,R-RR,1,5,1,3,3666,-41.2,6236,50811,2023.08.10
5,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,7,3,10,3526,-1.9,3593,102543,2023.08.10
6,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,9,4,19,3255,6.9,3046,140027,2023.08.10
7,You Are Who You Hang Out With,The Front Bottoms,FUELED BY RAMEN,FUER,7,,,1,2375,999.0,6,2381,2023.08.10
8,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,16,9,17,2282,18.5,1926,227409,2023.08.10
9,Might As Well: A Round Records Retrospective,Jerry Garcia,"ATO RECORDS, L.L.C.",ATO ,9,,,1,2226,999.0,2,2228,2023.08.10
10,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,15,8,39,2056,2.1,2013,123176,2023.08.10
11,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,2,14,6,10,1842,-15.8,2188,53818,2023.08.10
12,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,10,20,10,4,1680,12.5,1493,6739,2023.08.10
13,Joni Mitchell At Newport,Joni Mitchell, RHINO,RHI,3,3,,2,1607,-79.7,7910,9534,2023.08.10
14,The Ballad Of Darren,Blur,Warner Records,WAR,2,11,2,3,1538,-42.1,2658,13730,2023.08.10
15,But Here We Are,Foo Fighters, RCA,RCA ,2,18,11,10,1511,-3.1,1559,91548,2023.08.10
16,Truth Killer,Sevendust,THE ORCHARD,ORCH,2,2,,2,1387,-86.8,10475,11867,2023.08.10
17,Weathervanes,Jason Isbell And The 400 Unit,SOUTHEASTERN RECORDS,SOUE,1,17,13,9,1245,-31.4,1816,48787,2023.08.10
18,In Times New Roman...,Queens Of The Stone Age,MATADOR,MAOR,1,26,16,8,1174,8.2,1085,50452,2023.08.10
19,Shades Of Sorrow,Crypta,THE ORCHARD,ORCH,19,,,1,955,,0,955,2023.08.10
20,Phantomime,Ghost,LOMA VISTA,LVR,2,35,30,12,937,8.8,861,55226,2023.08.10
21,Smile,Skindred,EARACHE RECORDS,ERCH,21,,,1,907,,0,907,2023.08.10
22,This Is Why,Paramore,ATLANTIC GROUP,ATLG,1,24,32,26,894,-29.7,1271,111817,2023.08.10
23,Diamonds,Elton John,ISLAND,ISL,2,28,23,297,886,-12.2,1009,785150,2023.08.10
24,Gemini Rights,Steve Lacy, RCA,RCA ,2,36,36,38,775,-9.7,858,84792,2023.08.10
25,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,29,19,28,763,-23.4,996,60423,2023.08.10
26,Where The Light Goes,Matchbox Twenty,ATLANTIC GROUP,ATLG,1,43,25,11,740,4.4,709,34073,2023.08.10
27,Life Is But A Dream…,Avenged Sevenfold, WARNER Records,WAR,3,33,33,10,730,-17.5,885,42689,2023.08.10
28,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,41,28,12,701,-3.8,729,32835,2023.08.10
29,Ashen,Humanity's Last Breath,THE ORCHARD,ORCH,29,,,1,688,,0,688,2023.08.10
30,Sunset 666 (Live at Hollywood Palladium),Jesus & Mary Chain,COOKING VINYL,CKVL,30,,,1,676,999.0,2,680,2023.08.10
31,Stories From A Rock N Roll Heart,Lucinda Williams,HIGHWAY 20 RECORDS,HW20,1,25,15,6,674,-40.7,1136,15169,2023.08.10
32,Doom Singer,Chris Farren,POLYVINYL RECOR,POLV,32,,,1,663,,0,663,2023.08.10
33,I Am Not There Anymore,Clientele,MERGE RECORDS,MERG,22,22,,2,652,-49.8,1298,1966,2023.08.10
34,Tomorrow Never Comes,Rancid,Epitaph,EPI,5,,,1,642,151.8,255,13288,2023.08.10
34,So Much (For) Stardust,Fall Out Boy,ELEKTRA ENTERTA,EEG ,1,31,20,20,642,-29.9,916,83233,2023.08.10
36,The Essential Foo Fighters,Foo Fighters, RCA,RCA ,3,,,2,628,26.6,496,57228,2023.08.10
37,Sunburn,Dominic Fike,Columbia Records,COL ,10,,,3,624,130.3,271,4298,2023.08.10
37,"Official Release Series Discs 22, 23+,",Neil Young, WARNER Records,WAR ,19,19,,2,624,-59.5,1540,2230,2023.08.10
39,Aurora,Daisy Jones & The Six,ATLANTIC GROUP,ATLG,2,45,36,22,614,-8.9,674,54064,2023.08.10
40,Cracker Island,Gorillaz,WARNER RECORDS,WAR ,1,47,39,24,599,-8.8,657,104098,2023.08.10
41,"The Dark Side Of The Moon - Live At Wembley Empire Pool, London, 1974",Pink Floyd,PKFL,PKFL,3,44,35,20,597,-13.9,693,44585,2023.08.10
42,Walk Around The Moon,Dave Matthews Band, RCA,RCA ,1,38,29,12,586,-29.8,835,58027,2023.08.10
43,Complete Studio Albums & Rarities,Stevie Nicks,ATLANTIC GROUP,ATLG,6,6,,2,558,-86.2,4030,4607,2023.08.10
44,Five Of Cups,Holy Wave,Suicide Squeeze Records,SSQ,44,,,1,552,,0,552,2023.08.10
45,"PetroDragonic Apocalypse; or, Dawn of Eternal Night: An Annihilation of Planet Earth and the Beginning of Merciless Damnation",King Gizzard & The Lizard Wizard,KGLW (KING GIZZARD &THE LIZARD WIZARD),KGD,1,46,7,6,488,-26.9,668,17984,2023.08.10
46,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,4,37,17,4,476,-44.3,854,6228,2023.08.10
47,Impera,Ghost,LOMA VISTA,LVR ,1,,48,3,454,-19.2,562,182287,2023.08.10
48,I Inside The Old Year Dying,PJ Harvey,PTKF,PTKF,2,40,18,5,447,-39.7,741,10023,2023.08.10
49,Being Funny In A Foreign Langu,The 1975,DIRTY HIT,DRHI,2,,,1,446,13.2,394,82787,2023.08.10
50,"RFK Stadium, Washington, DC 6/10/73",Grateful Dead,Grateful Dead,RHI ,8,8,,2,426,-87.0,3282,8120,2023.08.10
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.08.10
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.08.17
1,Chrome Dreams,Neil Young, WARNER Records,WAR ,1,,,1,7181,999.0,8,7204,2023.08.17
2,The Dark,Band Camino,NEW ELEKTRA,NELK,2,,,1,5582,999.0,9,5591,2023.08.17
3,Death Of Randy Fitzsimmons,Hives, THE HIVES,THV,3,,,1,5452,999.0,2,5484,2023.08.17
4,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,2,4,16,5450,-16.2,6500,131640,2023.08.17
5,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,5,7,11,3570,2.0,3500,106113,2023.08.17
6,Divine Inner Tension,Hail The Sun,THE ORCHARD,ORCH,6,,,1,3163,,0,3163,2023.08.17
7,Mammoth Ii,Mammoth WVH, BMG DISTRIBUTION,BMG ,1,1,,2,3099,-84.7,20288,23479,2023.08.17
8,Watch Out For The Wolf,Ryan Bingham,THE ORCHARD,ORCH,8,,,1,2739,999.0,1,2742,2023.08.17
9,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,6,9,20,2567,-18.5,3151,142594,2023.08.17
10,Starcatcher,Greta Van Fleet,LAVA / REPUBLIC RECORDS,R-RR,1,4,5,4,2538,-29.5,3598,53352,2023.08.17
11,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,2,11,14,11,2223,24.1,1791,56042,2023.08.17
12,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,10,15,40,2088,4.0,2007,125267,2023.08.17
13,Live At Rbc Echo Beach,Khruangbin,Dead Oceans,DOC,13,,,1,1907,999.0,28,1936,2023.08.17
14,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,10,12,20,5,1882,12.0,1680,8621,2023.08.17
15,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,8,16,18,1873,-17.5,2269,229282,2023.08.17
16,Tell Everybody! (21st Century Juke Joint,Various Artists,CONCORD EASY EYE SOUND,CNCO,16,,,1,1449,999.0,14,1463,2023.08.17
17,Goliath,Kataklysm,NUCLEAR BLAST,NUC ,17,,,1,1435,,0,1436,2023.08.17
18,Knebworth 22 (Live),Liam Gallagher,Warner Records,WAR,18,,,1,1377,999.0,1,1378,2023.08.17
19,But Here We Are,Foo Fighters, RCA,RCA ,2,15,18,11,1354,-8.8,1485,92902,2023.08.17
20,Keeping Secrets Will Destroy You,Bonnie 'Prince' Billy,DRAGCITY,DRTY,20,,,1,1185,,0,1185,2023.08.17
21,Joni Mitchell At Newport,Joni Mitchell, RHINO,RHI,3,13,3,3,1120,-29.5,1589,10654,2023.08.17
22,Phantomime,Ghost,LOMA VISTA,LVR,2,20,35,13,1058,14.5,924,56284,2023.08.17
23,Weathervanes,Jason Isbell And The 400 Unit,SOUTHEASTERN RECORDS,SOUE,1,17,17,10,1057,-14.2,1232,49844,2023.08.17
