Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
180,My Way,Calvin Harris,Columbia Records,COL ,6,172,174,218,676727,0.1,675937,636799,39928,16124785,268794667,2023.06.22
181,Scatman,Scatman John,ICEB,ICEB,26,196,131,34,670468,10.0,609791,181644,488824,16891405,109802330,2023.06.22
182,Such A Whore,Jvla, INDEPENDENT LABEL SUBMISSION,INDI,19,187,0,147,668748,7.0,625250,211256,457492,20021094,141089442,2023.06.22
183,Life In Rio,Slowboy,THE ORCHARD,ORCH,183,,,1,663358,35.8,488429,320919,342439,4335573,4335573,2023.06.22
184,The Last Goodbye,ODESZA Feat. Bettye LaVette,THE ORCHARD,ORCH,23,192,0,46,660895,7.0,617580,442829,218066,13849013,47910264,2023.06.22
185,Crystals,Isolate.Exe,THE ORCHARD,ORCH,42,176,178,38,655751,-1.1,663282,464661,191090,22521335,38359908,2023.06.22
186,You Know You Like It,Dj Snake & Alunageorge,INTERSCOPE/GEFFEN/A&M,INT ,11,0,0,238,653993,13.1,578275,602380,51613,12875393,355428150,2023.06.22
187,Move Your Body,Ownboss & Sevek,,,85,185,176,65,638358,1.2,630507,419039,219319,18516668,48408273,2023.06.22
188,Get Low,Dillon Francis & DJ Snake,Columbia Records,COL ,1,0,0,304,634838,20.1,528395,139755,495083,22412865,401100826,2023.06.22
189,BULLETPROOF,La Roux,INTERSCOPE/GEFFEN/A&M,INT ,26,181,171,234,632897,-2.0,645848,628856,4041,16100384,224449722,2023.06.22
190,Baby Girl,Disco Lines,,,119,178,189,47,632545,-3.9,657945,624220,8325,16949550,35570091,2023.06.22
191,Jackie Chan,"Tiesto, Dzeko, Preme, Post Malone",REPUBLIC RECORDS,R-RR,2,183,188,262,628113,-1.2,635768,612198,15915,15125772,441978574,2023.06.22
192,WHERE ARE U NOW,Skrillex & Diplo Feat. Justin,ATLANTIC GROUP,ATLG,2,188,198,395,625480,0.5,622616,575509,49971,16190578,760202556,2023.06.22
193,Jenny (I Wanna Ruin Our Friendship),Studio Killers,WARNER RECORDS,WAR ,2,146,184,133,624376,-19.5,775680,311869,312507,22477864,183896486,2023.06.22
194,Nightcall,Kavinsky & Lovefoxxx,REPUBLIC RECORDS,R-RR,31,0,0,53,623031,5.9,588275,483552,139479,13690084,170390863,2023.06.22
195,Scared To Be Lonely,Martin Garrix & Dua Lipa, RCA,RCA,6,189,192,331,622357,0.0,622269,601870,20487,15253939,415173509,2023.06.22
196,Piece Of Your Heart,Meduza Feat. GOODBOYS,ASTRALWERKS,ASTW,11,199,0,206,618977,2.7,602747,598343,20634,14593796,247677908,2023.06.22
197,More Than You Know,Axwell & \ Ingrosso,DEF JAM RECORDINGS,DEF ,19,193,200,302,617635,0.2,616630,576707,40928,14790442,287306435,2023.06.22
198,Royalty,"Neoni, Maestro Chives, Egzod",,,188,0,197,5,607791,2.4,593479,487655,120136,13707867,37960380,2023.06.22
199,50//50,Vantage,BIG BEAT RECORD,BBAD,96,126,96,11,605408,-33.1,905542,182644,422764,8475741,34593143,2023.06.22
200,Lose Control,"MEDUZA, Becky Hill & Goodboys",ASTRALWERKS,ASTW,1,194,195,188,604623,-1.8,615647,535933,68690,15897241,224098528,2023.06.22
1,Dancin,Aaron Smith (DJ) Feat. Luvli,ULTRA,ULTA,1,1,1,259,17449910,21.1,14404573,942073,16507837,205193309,775952356,2023.06.29
2,Worth Nothing,TWISTED,"ARTIST PARTNER GROUP, INC",ATP,1,2,2,36,10116169,-15.2,11922780,590549,9525620,462682167,500098134,2023.06.29
3,Transgender,Crystal Castles,REPUBLIC RECORDS,R-RR,1,4,5,68,9099850,0.3,9070369,403829,8696021,256339150,367600354,2023.06.29
4,Metamorphosis,Interworld,,,2,3,3,45,8079022,-13.7,9360319,2015255,6063767,244245200,292992182,2023.06.29
5,The Enemy Between My Ears,Sons Of Charlie,,,5,9,12,6,7917145,48.7,5322476,26325,7890820,23499016,23499016,2023.06.29
6,Love Is Gone,Slander Feat. Dylan Matthew,CMG,1911,1,5,4,148,7321229,-18.2,8946647,992261,6328968,162496222,635536730,2023.06.29
7,Friendships,Pascal Letoublon, INDEPENDENT LABEL SUBMISSION,INDI,3,6,6,143,6951118,3.4,6723602,215299,6735819,123076939,250586043,2023.06.29
8,I'm Good (Blue),David Guetta & Bebe Rexha,WARNER RECORDS,WAR ,1,8,7,44,6168123,-0.0,6168483,5356552,811571,208091492,371304069,2023.06.29
9,In The Name Of Love,Martin Garrix & Bebe Rexha, RCA,RCA,1,17,27,361,5263706,79.0,2940969,1115384,4148322,76470430,942241722,2023.06.29
10,Gigachad Theme (Phonk House Version) - Slowed,G3ox_Em,THE ORCHARD,ORCH,7,11,8,31,4789900,8.1,4431695,93179,4696721,90042236,95478477,2023.06.29
11,HEY MAMA,"Nicki Minaj , David Guetta",ATLANTIC GROUP,ATLG,1,19,34,396,4578972,62.5,2817818,614335,3964637,56540131,671152530,2023.06.29
12,Good Loyal Thots,Odetari,,,12,13,15,8,4549103,12.1,4058966,2462460,2086643,31047532,31047532,2023.06.29
13,Summertime Sadness,Lana Del Rey & Cedric Gervais,INTERSCOPE/GEFFEN/A&M,INT ,5,12,10,396,4411207,1.9,4330071,3694635,716572,101311239,870455757,2023.06.29
14,Barbie Girl,Aqua,INTERSCOPE/GEFFEN/A&M,INT ,10,10,17,396,4349704,-9.9,4826876,1152189,3197515,56426629,550837788,2023.06.29
15,Paris,Else,,,1,7,14,127,4300554,-31.6,6284102,148974,4151580,90512417,411552960,2023.06.29
16,Funkytown,Lipps Inc.,Universal Music Enterprises,UME ,9,25,9,329,3446747,30.9,2632114,640148,2806599,50719038,324343820,2023.06.29
17,Look Don’t Touch (Feat. Cade Clair),Odetari,,,16,16,24,7,3348183,6.5,3143341,2694534,653649,16826952,16826952,2023.06.29
18,Miss You,Oliver Tree & Robin Schulz,ATLANTIC GROUP,ATLG,1,14,13,38,3274490,-0.8,3302546,1148343,2126147,153694578,243489061,2023.06.29
19,Closer,Chainsmokers Feat. Halsey,Columbia Records,COL ,1,15,19,361,3271170,3.5,3161862,2914686,356484,78624705,2225401605,2023.06.29
20,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,WARNER RECORDS,WAR ,10,18,18,12,3064876,5.2,2912432,2994402,70474,34286816,34286816,2023.06.29
21,Wake Me Up,Avicii,ISLAND,ISL,1,21,25,396,2952909,6.5,2772781,2626433,326476,70665258,986180769,2023.06.29
22,Something Just Like This,Chainsmokers & Coldplay,DISRUPTOR RECOR,RL-D,1,20,26,332,2828803,1.8,2777871,2532292,296511,71379595,1432014455,2023.06.29
23,Get Lucky,Daft Punk Feat. Pharrell Williams,Columbia Records,COL ,2,24,23,396,2828638,7.1,2641854,2071488,757150,74599758,710327274,2023.06.29
24,Don't Let Me Down,Chainsmokers Feat. Daya,Columbia Records,COL ,1,22,22,386,2819625,2.0,2764932,2009281,810344,81342839,1731956323,2023.06.29
25,Attack Of The Killer Beast (Phonk),Sxcredmane,,,10,23,21,21,2800952,1.6,2755524,164473,2636479,51604128,51604128,2023.06.29
26,Murder In My Mind,Kordhell,THE ORCHARD,ORCH,1,28,28,58,2694966,3.6,2600381,1589353,1105613,82179612,212382617,2023.06.29
27,You Are My High,Dj Snake,,,1,27,30,85,2537079,-3.0,2614207,2212700,324379,30912772,127727045,2023.06.29
28,The Summer,Calvin Harris,Columbia Records,COL ,2,26,16,396,2532513,-3.4,2621259,1927599,604914,50811883,602162593,2023.06.29
29,The Lost Soul Down,Nbsplv,,,29,31,42,5,2463012,4.4,2359959,1956379,506633,13331943,13331943,2023.06.29
30,Narcissistic Personality Disorder,Odetari,,,19,30,29,11,2407803,1.5,2372652,1735612,672191,30245403,30245403,2023.06.29
31,Safari,Serena,,,31,52,140,34,2358260,32.0,1786110,34786,2323474,23663461,54105535,2023.06.29
32,Kerosene,Crystal Castles,REPUBLIC RECORDS,R-RR,6,29,33,32,2316166,-5.7,2456534,620978,1695188,70645563,85346890,2023.06.29
33,Titanium,David Guetta Feat. Sia,PARLOPHONE,PARP,1,32,37,396,2307179,-1.9,2350711,1604006,703173,59206202,851640667,2023.06.29
34,10:35,Tiesto & Tate Mcrae,ATLANTIC GROUP,ATLG,6,34,36,34,2257138,2.3,2205654,2192484,64654,93576688,116326400,2023.06.29
35,This Is What You Came For,Calvin Harris Feat. Rihanna,SONY/COLUMBIA,COL,1,37,38,374,2243831,3.0,2178142,1970862,272969,55331292,1023240904,2023.06.29
36,All I Want Is You,Rebzyyx Feat. Hoshie Star,,,5,33,35,13,2178232,-4.6,2283604,483366,1694866,103651269,261575740,2023.06.29
37,One Kiss,Calvin Harris & Dua Lipa,SONY/COLUMBIA,COL,1,36,39,273,2107125,-3.4,2180657,1765061,342064,57274706,729412204,2023.06.29
38,Slide,Calvin Harris,Columbia Records,COL ,1,39,41,331,2020992,-3.0,2084092,1969717,51275,43207365,708713864,2023.06.29
39,Happier,Marshmello & Bastille,ASTRALWERKS,ASTW,1,46,47,254,2013013,6.5,1889802,1961047,51966,57839558,1732711177,2023.06.29
40,(It Goes Like) Nanana,Peggy Gou,Merok,XL,40,87,0,2,1973810,63.5,1207337,1955216,18594,3278099,3278099,2023.06.29
41,The Nights,Avicii,ISLAND,ISL ,10,41,48,364,1929412,-4.1,2011169,1569842,359570,51230547,507746326,2023.06.29
42,See You Again,"Chainsmokers, Illenium & Carlie Hanson",SONY/COLUMBIA,COL,42,,,1,1928849,128747.6,1497,1885345,43504,1930346,1930346,2023.06.29
43,Lean On,Major Lazer & DJ Snake Feat. M0,THE ORCHARD,ORCH,1,50,52,396,1927803,6.8,1805352,1651896,275907,39479578,1185161576,2023.06.29
44,Midnight City,M83,CAPITOL MUSIC GROUP,CAP ,14,44,44,396,1924996,-0.5,1934916,1509304,415692,42336757,608042808,2023.06.29
45,What Is Love,Haddaway,RAZOR & TIE,RTRT,17,40,32,396,1923026,-5.7,2039126,1186759,736267,44734134,384049331,2023.06.29
46,Why Not,Ghostface Playa,,,6,42,45,51,1889994,-4.7,1982515,435437,1454557,60653943,118081841,2023.06.29
47,Fearless Pt. Ii,"Lost Sky, Chris Linton",,,47,53,65,9,1878324,7.3,1749869,186295,1692029,12300547,58729027,2023.06.29
48,Latch,Disclosure Feat. Sam Smith,INTERSCOPE/GEFFEN/A&M,INT ,15,55,50,396,1877924,9.8,1709781,1608506,269418,44907348,583892693,2023.06.29
49,Silence,Marshmello Feat. Khalid, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,47,51,307,1859193,-0.5,1868659,1507247,351946,49850582,1042860664,2023.06.29
50,Miracle,Calvin Harris & Ellie Goulding,SONY/COLUMBIA,COL,17,38,40,16,1796613,-14.4,2097857,1745061,51552,39390823,39390823,2023.06.29
51,The Motto,Tiesto & Ava Max,ATLANTIC GROUP,ATLG,1,58,55,86,1743434,10.3,1581106,1663115,80319,47528142,246133026,2023.06.29
52,Where You Are,John Summit & Hayla, INDEPENDENT LABEL SUBMISSION,INDI,36,48,43,17,1737202,-5.4,1835584,1695854,41348,25143194,25143194,2023.06.29
53,La Calin,Serhat Durmus,,,21,35,89,39,1729766,-20.8,2185081,60452,1669314,27327623,85369070,2023.06.29
54,Brazilian Phonk Mano,Lucaf Slowboy,,,54,64,95,4,1656461,12.4,1473176,182462,1473999,11692959,11692959,2023.06.29
55,Gigachad Theme,G3ox_Em,THE ORCHARD,ORCH,9,69,58,34,1654884,15.8,1429067,753128,901756,38984091,45409854,2023.06.29
56,Smoke It Off! (Feat. Jnhygs),Lumi Athena,Vydia,VYD,32,56,54,10,1647433,-1.0,1664742,1349110,298323,41826938,42444670,2023.06.29
57,Waiting For Love,Avicii,ISLAND,ISL ,6,51,60,396,1637098,-8.8,1795724,882748,754350,31671127,375702098,2023.06.29
58,Neon Blade,Moondeity,THE ORCHARD,ORCH,4,62,59,53,1615157,8.4,1489903,515639,1099518,32195332,104067856,2023.06.29
59,Hands Up!,"6arelyhuman,Kets4eki",,,52,59,57,14,1602373,1.5,1577953,1370492,231881,23563372,23651838,2023.06.29
60,If Only I,Loud Luxury & Two Friends with Bebe Rexha,,,60,,,1,1569963,187023.1,839,1542671,27292,1570802,1570802,2023.06.29
61,I Am A Gummy Bear,Gummibar,RAD,RAD,2,54,49,396,1559370,-10.8,1747844,755114,804256,42217166,1169676637,2023.06.29
62,Rave,Dxrk,THE ORCHARD,ORCH,1,43,61,64,1547385,-20.8,1952860,755830,791555,28891846,126595594,2023.06.29
63,Taki Taki,"Dj Snake Feat. Selena Gomez , Ozuna & Cardi B",THE ORCHARD,ORCH,1,65,79,248,1532382,5.3,1455885,893985,638397,37764807,1010823146,2023.06.29
64,Feel So Close,Calvin Harris,CAPITOL MUSIC GROUP,CAP ,10,57,53,396,1513598,-7.3,1632250,1461873,51725,38467969,444925002,2023.06.29
65,Faded,Alan Walker, RCA,RCA,1,63,62,392,1510439,1.7,1484930,1078399,432040,39622027,1408407794,2023.06.29
66,Past Lives,Martin Arteta,,,66,143,0,2,1509432,94.2,777271,433111,1076321,14831056,25516739,2023.06.29
67,Hislerim,Serhat Durmus Feat. Zerrin,,,1,70,80,120,1494699,4.6,1428472,73539,1421160,35757554,288986546,2023.06.29
68,Turn Down For What,Dj Snake,SONY/COLUMBIA,COL,6,79,69,396,1468885,15.8,1268071,936920,531965,34398423,821144455,2023.06.29
69,Rapture,Interworld,,,37,75,71,21,1466617,11.1,1320314,407152,1059465,29860654,30795496,2023.06.29
70,Higher Love,Kygo & Whitney Houston, RCA,RCA,5,73,56,209,1439975,8.5,1327186,1380257,59718,34455744,389931277,2023.06.29
71,Let Me Love You,DJ Snake Feat. Justin Bieber,INTERSCOPE/GEFFEN/A&M,INT ,1,67,66,360,1432968,-0.1,1433979,1279022,153946,35516147,1026807987,2023.06.29
72,Don't You Worry Child,Swedish House Mafia Feat. John Martin,ASTRALWERKS,ASTW,44,71,73,394,1401775,1.8,1376870,1236199,165576,35232090,393952417,2023.06.29
73,Montagem - Pr Funk,S3bzs,,,73,,,1,1389891,55.2,895711,1111476,278415,3284956,3284956,2023.06.29
74,Wtf,Hugel Feat. Amber Van Day,THE ORCHARD,ORCH,17,85,0,69,1384767,12.1,1234913,76047,1308720,17002372,148189050,2023.06.29
75,Lily,"Alan Walker , K-391 & Emelie Hollow",SME/LEGACY RECORDINGS,LEGC,6,61,102,221,1382461,-8.0,1503159,243153,1139308,20850105,254935772,2023.06.29
76,Rather Be,Clean Bandit Feat. Jess Glynne,NOW,NOW ,11,72,67,396,1377593,1.3,1360580,1150990,226603,35607619,607131843,2023.06.29
77,Policeman,Eva Simons,REPUBLIC RECORDS,R-RR,60,127,137,18,1369351,50.0,912915,41483,1327868,12224713,53969026,2023.06.29
78,Solitude (Felsmann + Tiley Reinterpretation),M83, MUTE,MTE ,3,49,20,48,1368586,-24.2,1805365,239347,1129239,60704583,108756310,2023.06.29
79,Outside,Calvin Harris Feat. Ellie Goulding,Columbia Records,COL ,19,60,64,396,1364495,-9.4,1505582,943847,420648,32481390,384708605,2023.06.29
80,Ngana Rindu?,Dj Lucu,EVERYTHING TO EVERYONE,UME,31,66,31,9,1360625,-5.8,1444558,484,1360141,15121683,25676506,2023.06.29
81,Ride It,Regard,EPIC,EPIC,2,77,84,205,1348862,3.5,1303086,1083969,264893,35754696,500761575,2023.06.29
82,Lemonade,Sophie,,,82,94,0,3,1303944,16.3,1121561,26455,1277489,6699576,13061481,2023.06.29
83,I Love It,Icona Pop Feat. Charli XCX,CAPITOL MUSIC GROUP,CAP ,58,89,85,396,1267606,7.5,1179408,1265719,1887,30438172,333075971,2023.06.29
84,Lock It Up,"Whethan Feat. Yeat, midwxst & Matt Ox",ATLANTIC GROUP,ATLG,36,84,68,34,1266197,2.4,1236620,764455,501742,25905371,42286379,2023.06.29
85,Clarity,Zedd Feat. Foxes,INTERSCOPE/GEFFEN/A&M,INT ,19,80,81,396,1264023,0.3,1259918,1124103,139920,32611552,495311299,2023.06.29
86,Stereo Love,Edward Maya & Vika Jigulina,ESCO,ESCO,9,86,82,370,1262296,2.7,1229014,935360,326936,30138287,348244511,2023.06.29
87,Better Off Alone,Alice Deejay,THE ORCHARD,ORCH,4,102,106,96,1255800,17.4,1069278,613522,642278,25896983,182598469,2023.06.29
88,SEXY CHICK,David Guetta Feat. Akon,ATLANTIC GROUP,ATLG,23,74,75,217,1250790,-5.5,1323077,1129051,121739,33621405,290389384,2023.06.29
89,Warning,Mc Orsen,THE ORCHARD,ORCH,9,76,63,43,1247239,-5.1,1313779,453244,793995,44460967,60355625,2023.06.29
90,Lost In The Fire,Gesaffelstein & The Weeknd,Columbia Records,COL ,2,81,77,180,1238632,-1.3,1255177,1164470,74162,41671114,325003125,2023.06.29
91,Whoopty,Robert Cristian,,,32,0,0,18,1208373,247.4,347792,7467,1200906,10895175,37428778,2023.06.29
92,Memories,David Guetta Feat. Kid Cudi,ATLANTIC GROUP,ATLG,13,83,78,154,1194317,-4.7,1252598,1097628,96689,30997928,252753995,2023.06.29
93,Body,Loud Luxury Feat. Brando,SONY,SONY,4,92,92,292,1178212,3.6,1137200,1138959,39253,28325360,564871610,2023.06.29
94,Where Are You Now,Lost Frequencies & Calum Scott, RCA,RCA,12,100,97,99,1170889,7.0,1094792,1133790,37099,29053176,155003269,2023.06.29
95,The Business,Tiesto,ATLANTIC GROUP,ATLG,2,91,91,144,1163551,1.7,1143852,1148133,15418,30882120,316573891,2023.06.29
96,Among Us,Sembari +,,,3,118,119,45,1158896,19.3,971683,7892,1151004,27690482,69192019,2023.06.29
97,Moth To A Flame,Swedish House Mafia & The Weeknd,REPUBLIC RECORDS,R-RR,1,88,86,88,1158167,-2.1,1182510,1050293,107874,34955315,171841503,2023.06.29
98,Hundred Miles (Feat. Gabriela,Yall,ULTRA,ULTA,2,95,76,21,1150114,3.5,1111109,104095,1046019,83821682,99917640,2023.06.29
99,Levels,Avicii,INTERSCOPE/GEFFEN/A&M,INT ,2,93,93,396,1146679,1.5,1130077,1019745,126934,29312425,455050073,2023.06.29
100,Can't Get You out of My Head,Kylie Minogue,INTERSCOPE/GEFFEN/A&M,INT ,90,90,98,151,1140617,-0.6,1147608,960365,180252,22541099,159086382,2023.06.29
101,You Spin Me Round (Like A Record),Dead Or Alive,CITY LIGHTS PIC,CLP ,33,109,116,391,1136380,12.8,1007563,718800,417580,22078477,295004983,2023.06.29
102,One More Time,Daft Punk,ASTRALWERKS,ASTW,7,99,90,396,1128278,4.2,1083234,984427,143851,28616965,316519858,2023.06.29
103,Everytime We Touch,Cascada,ROBBINS ENTERTAINMENT,ROBB,21,98,99,396,1064052,-2.3,1088653,891051,173001,27971531,485084678,2023.06.29
104,Reflections,Toshifumi Hinata,SME/LEGACY RECORDINGS,LEGC,50,0,0,27,1060545,158.9,409669,173950,886595,17782856,56413462,2023.06.29
105,Scatman,Scatman John,ICEB,ICEB,26,181,196,35,1044431,55.8,670468,186103,858328,17935836,110846761,2023.06.29
106,Scary,Background Sounds,,,40,135,0,6,1031859,22.1,845024,576,1031283,9523608,9983719,2023.06.29
107,Roses,Chainsmokers Feat. Rozes,SONY/COLUMBIA,COL,1,104,100,396,1031133,-1.8,1049723,1028625,2508,26093873,790879143,2023.06.29
108,Genesis,Grimes, 4 A.D.,4AD ,45,106,94,45,1025097,-1.7,1042999,864906,160191,32422584,126215173,2023.06.29
109,Feels,Calvin Harris,Columbia Records,COL ,1,107,107,315,1020109,-1.1,1031420,887200,132909,30788012,564478811,2023.06.29
110,Such A Whore,Jvla, INDEPENDENT LABEL SUBMISSION,INDI,19,182,187,148,1019109,52.4,668749,210401,808708,21040204,142108552,2023.06.29
111,Never Be Like You,Flume Feat. Kai (Canada),MOM & POP MUSIC,MMPZ,3,108,104,389,1015206,-0.6,1021656,965889,49317,22220440,551487911,2023.06.29
112,Belly Dancer,Imanbek & Byor,INTERNATIONAL R,IRI,51,96,105,57,1014846,-7.1,1092510,569411,445435,25674735,60488438,2023.06.29
113,Boogie Shoes,KC & The Sunshine Band, WAR - PARLOPHONE,WAR ,79,103,101,168,1014114,-4.6,1063138,924724,89390,24803442,170315540,2023.06.29
114,Goosebumps,Travis Scott & HVME, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,111,108,138,1011054,1.6,994943,972468,38586,27315687,330271150,2023.06.29
115,Stay (With Alessia Cara),Zedd & Alessia Cara,INTERSCOPE/GEFFEN/A&M,INT ,1,126,118,332,1006444,8.4,928270,956862,49582,23999851,846526604,2023.06.29
116,Lay Low,Tiesto,INTERNATIONAL R,IRI,73,112,114,25,997056,0.6,991234,996883,173,21404060,21404060,2023.06.29
117,"Harder, Better, Faster, Stronger",Daft Punk,ULTA,ULTA,12,101,46,392,987249,-8.8,1081952,466330,520919,34410231,385390671,2023.06.29
118,Rockabye,Clean Bandit,SONY MUSIC LATIN,SML,3,119,122,349,981408,2.8,954817,757921,223487,29865153,778016726,2023.06.29
119,It Ain't Me,Kygo Feat. Selena Gomez,INTERSCOPE/GEFFEN/A&M,INT ,2,115,113,333,979637,0.1,978686,919644,59993,25548989,723160863,2023.06.29
120,Spectre,Alan Walker, RCA,RCA,64,0,0,161,973619,138.3,408537,228944,744675,8768693,164799375,2023.06.29
121,Escape,Kx5 Feat. Hayla,,,44,124,110,68,957692,2.9,930826,921207,36485,24955778,63389740,2023.06.29
122,Fire For You,Cannons (Electronic),SONY/COLUMBIA,COL,53,120,115,143,955068,0.7,948144,841642,113426,24116405,135688866,2023.06.29
123,Get Low,Dillon Francis & DJ Snake,Columbia Records,COL ,1,188,0,305,950367,49.7,634842,137368,812999,23363236,402051197,2023.06.29
124,Shadow,Smithmane Onimxru,,,2,132,123,43,950199,10.7,858723,509723,440476,26563772,60854499,2023.06.29
125,Don'T You Want Me,Human League,ASTRALWERKS,ASTW,108,121,121,310,948693,0.4,944715,881309,67384,22520702,232090270,2023.06.29
126,Pizzaman,Cisco Kid,,,14,0,0,8,941405,61.1,584373,298,941107,6842034,19963769,2023.06.29
127,Vendetta!,Mupp X Sadfriendd,,,10,116,112,56,936615,-4.0,975315,804216,132399,32511080,82300163,2023.06.29
128,Love & War,Yellow Claw,MADD,MADD,77,0,0,43,929607,117.2,428024,201546,728061,11355023,76289845,2023.06.29
129,Resonance,Home,,,69,123,117,134,929532,-1.0,938576,862309,67223,25860410,140015688,2023.06.29
130,Bonkers,Staplegun,THE ORCHARD,ORCH,34,68,72,26,919100,-35.8,1431214,180904,738196,30526297,36654183,2023.06.29
131,Oblivion,Grimes, 4 A.D.,4AD,9,105,109,187,913643,-12.7,1046243,596878,316765,25606913,177081960,2023.06.29
132,DARK BEACH,Pastel Ghost,CITY LIGHTS PIC,CLP ,68,117,87,91,912686,-6.4,975007,783884,128802,23509697,73413545,2023.06.29
133,DUM DEE DUM,Keys N Krates,DIM MAK     .,DMK ,1,97,96,186,900704,-17.5,1092143,103486,797218,28516355,289569698,2023.06.29
134,Demons In My Soul,Scxr Soul,THE ORCHARD,ORCH,39,82,74,29,896423,-28.5,1253794,339337,557086,21726256,26770832,2023.06.29
135,Heart Racing,"Kanii, Riovaz, Nimstarr",Warner Records,WAR,41,113,88,6,894507,-9.6,989210,888772,5735,7715942,7715942,2023.06.29
136,Blue (Da Ba Dee),Eiffel 65,REPUBLIC RECORDS,R-RR,17,122,83,396,891825,-5.4,942793,656747,235078,24907547,527865422,2023.06.29
137,Paris,Chainsmokers,SONY/COLUMBIA,COL,1,129,127,337,886494,-0.5,891158,840429,46065,23912515,634567506,2023.06.29
138,ily (i love you baby),Surf Mesa Feat. Emilee,ASTRALWERKS,ASTW,1,110,129,173,884449,-11.5,999777,715294,169155,21701831,338745302,2023.06.29
139,Runaway (U & I),Galantis,ATLANTIC GROUP,ATLG,12,130,128,396,880401,0.0,880025,808946,71455,22972227,480083600,2023.06.29
140,Head & Heart,Joel Corry X Mnek,SME/LEGACY RECORDINGS,LEGC,1,133,130,156,867226,1.8,852132,843927,23299,21867738,239620214,2023.06.29
141,Remember,Becky Hill & David Guetta,INTERSCOPE/GEFFEN/A&M,INT ,9,125,124,86,866599,-6.8,929892,759370,107229,31462148,100616769,2023.06.29
142,Dolly Song (Leva's Polka),Holly Dolly,CAPITOL MUSIC GROUP,CAP ,31,0,0,4,865435,44.8,597570,1911,863524,9509248,17760386,2023.06.29
143,HEY BROTHER,Avicii,ISLAND,ISL,4,131,132,396,852154,-1.3,863562,745385,106769,21877454,427151938,2023.06.29
144,Do It To It,Acraze Feat. Cherish,"THRIVE MUSIC, LLC",TMU,1,134,120,92,850602,0.3,848201,749392,101210,29248064,198192775,2023.06.29
145,Take It Off,FISHER & Aatig,ATLANTIC GROUP,ATLG,70,128,70,3,846491,-7.1,910787,832422,14069,3130706,3130706,2023.06.29
146,Wannabe,Why Mona,,AWAL,28,154,186,59,844161,14.6,736655,144218,699943,21884529,92492271,2023.06.29
147,Symphony,Clean Bandit,ATLANTIC GROUP,ATLG,9,137,151,328,841700,3.4,813868,671202,170498,21892253,498859709,2023.06.29
148,How Deep Is Your Love,"Disciples , Calvin Harris",Columbia Records,COL ,4,139,139,396,833729,3.7,804198,761797,71932,20803655,512677256,2023.06.29
149,Virtual Insanity,Jamiroquai,EPIC,EPIC,62,146,150,22,832670,7.8,772716,533346,299324,21559318,91618522,2023.06.29
150,Love Tonight,Shouse,INGROOVES,INGV,16,138,134,107,825221,1.5,812800,802263,22958,22840082,134640067,2023.06.29
151,Don't Be Shy,Tiesto & KAROL G,ATLANTIC GROUP,ATLG,2,78,103,98,816717,-36.1,1278497,802829,13888,27804819,149672239,2023.06.29
152,Treehouse,Alex G,,,152,153,158,10,815698,10.0,741613,796954,18744,16781765,39157856,2023.06.29
153,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,ATLANTIC,ATLG,6,145,135,44,802642,3.6,774459,482763,319879,31914939,75248685,2023.06.29
